Indicador;Situación profesional y tipo de jornada;periodo;Total
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2015-4T hasta 2016-3T;92,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2015-3T hasta 2016-2T;92,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2015-2T hasta 2016-1T;93,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2015-1T hasta 2015-4T;93,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2014-4T hasta 2015-3T;96,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2014-3T hasta 2015-2T;96,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2014-2T hasta 2015-1T;95,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2014-1T hasta 2014-4T;97,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2013-4T hasta 2014-3T;94,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2013-3T hasta 2014-2T;92,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2013-2T hasta 2014-1T;88,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2013-1T hasta 2013-4T;82,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2012-4T hasta 2013-3T;78,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2012-3T hasta 2013-2T;76,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2012-2T hasta 2013-1T;77,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2012-1T hasta 2012-4T;75,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2011-4T hasta 2012-3T;73,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2011-3T hasta 2012-2T;71,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2011-2T hasta 2012-1T;69,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato indefinido;De 2011-1T hasta 2011-4T;69,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2025-1T hasta 2025-4T;77,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2024-4T hasta 2025-3T;76,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2024-3T hasta 2025-2T;71,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2024-2T hasta 2025-1T;72,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2024-1T hasta 2024-4T;70,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2023-4T hasta 2024-3T;71,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2023-3T hasta 2024-2T;71,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2023-2T hasta 2024-1T;72,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2023-1T hasta 2023-4T;75,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2022-4T hasta 2023-3T;76,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2022-3T hasta 2023-2T;77,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2022-2T hasta 2023-1T;73,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2022-1T hasta 2022-4T;73,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2021-4T hasta 2022-3T;72,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2021-3T hasta 2022-2T;73,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2021-2T hasta 2022-1T;75,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2021-1T hasta 2021-4T;68,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2020-4T hasta 2021-3T;64,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2020-3T hasta 2021-2T;57,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2020-2T hasta 2021-1T;53,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2020-1T hasta 2020-4T;62,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2019-4T hasta 2020-3T;71,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2019-3T hasta 2020-2T;80,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2019-2T hasta 2020-1T;88,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2019-1T hasta 2019-4T;91,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2018-4T hasta 2019-3T;92,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2018-3T hasta 2019-2T;91,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2018-2T hasta 2019-1T;90,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2018-1T hasta 2018-4T;89,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2017-4T hasta 2018-3T;86,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2017-3T hasta 2018-2T;86,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2017-2T hasta 2018-1T;88,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2017-1T hasta 2017-4T;84,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2016-4T hasta 2017-3T;81,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2016-3T hasta 2017-2T;78,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2016-2T hasta 2017-1T;77,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2016-1T hasta 2016-4T;78,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2015-4T hasta 2016-3T;80,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2015-3T hasta 2016-2T;76,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2015-2T hasta 2016-1T;73,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2015-1T hasta 2015-4T;71,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2014-4T hasta 2015-3T;70,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2014-3T hasta 2015-2T;71,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2014-2T hasta 2015-1T;73,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2014-1T hasta 2014-4T;71,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2013-4T hasta 2014-3T;67,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2013-3T hasta 2014-2T;62,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2013-2T hasta 2014-1T;60,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2013-1T hasta 2013-4T;60,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2012-4T hasta 2013-3T;60,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2012-3T hasta 2013-2T;64,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2012-2T hasta 2013-1T;64,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2012-1T hasta 2012-4T;65,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2011-4T hasta 2012-3T;65,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2011-3T hasta 2012-2T;66,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2011-2T hasta 2012-1T;65,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Situación profesional: Asalariados: Contrato temporal;De 2011-1T hasta 2011-4T;64,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2025-1T hasta 2025-4T;147,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2024-4T hasta 2025-3T;142,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2024-3T hasta 2025-2T;140,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2024-2T hasta 2025-1T;143,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2024-1T hasta 2024-4T;144,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2023-4T hasta 2024-3T;141,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2023-3T hasta 2024-2T;140,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2023-2T hasta 2024-1T;140,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2023-1T hasta 2023-4T;142,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2022-4T hasta 2023-3T;144,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2022-3T hasta 2023-2T;142,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2022-2T hasta 2023-1T;138,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2022-1T hasta 2022-4T;135,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2021-4T hasta 2022-3T;135,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2021-3T hasta 2022-2T;136,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2021-2T hasta 2022-1T;131,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2021-1T hasta 2021-4T;125,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2020-4T hasta 2021-3T;122,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2020-3T hasta 2021-2T;113,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2020-2T hasta 2021-1T;112,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2020-1T hasta 2020-4T;116,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2019-4T hasta 2020-3T;116,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2019-3T hasta 2020-2T;121,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2019-2T hasta 2020-1T;124,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2019-1T hasta 2019-4T;122,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2018-4T hasta 2019-3T;121,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2018-3T hasta 2019-2T;120,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2018-2T hasta 2019-1T;121,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2018-1T hasta 2018-4T;121,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2017-4T hasta 2018-3T;117,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2017-3T hasta 2018-2T;116,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2017-2T hasta 2018-1T;112,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2017-1T hasta 2017-4T;110,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2016-4T hasta 2017-3T;110,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2016-3T hasta 2017-2T;107,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2016-2T hasta 2017-1T;107,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2016-1T hasta 2016-4T;105,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2015-4T hasta 2016-3T;105,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2015-3T hasta 2016-2T;104,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2015-2T hasta 2016-1T;104,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2015-1T hasta 2015-4T;103,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2014-4T hasta 2015-3T;103,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2014-3T hasta 2015-2T;104,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2014-2T hasta 2015-1T;103,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2014-1T hasta 2014-4T;104,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2013-4T hasta 2014-3T;101,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2013-3T hasta 2014-2T;97,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2013-2T hasta 2014-1T;94,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2013-1T hasta 2013-4T;91,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2012-4T hasta 2013-3T;91,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2012-3T hasta 2013-2T;92,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2012-2T hasta 2013-1T;95,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2012-1T hasta 2012-4T;94,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2011-4T hasta 2012-3T;93,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2011-3T hasta 2012-2T;92,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2011-2T hasta 2012-1T;91,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo completo;De 2011-1T hasta 2011-4T;91,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2025-1T hasta 2025-4T;122,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2024-4T hasta 2025-3T;117,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2024-3T hasta 2025-2T;110,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2024-2T hasta 2025-1T;111,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2024-1T hasta 2024-4T;110,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2023-4T hasta 2024-3T;110,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2023-3T hasta 2024-2T;110,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2023-2T hasta 2024-1T;108,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2023-1T hasta 2023-4T;103,8
