indicador,situacion_jornada,sexo,periodo,valor
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2020,86.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2019,85.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2018,85.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2017,85.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2016,84.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2015,84.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2014,84.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2013,84.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2012,85.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2011,86.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2025,93.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2024,93.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2023,93.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2022,93.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2021,93.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2020,93.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2019,93.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2018,93.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Hombres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2025,78.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2024,78.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2023,78.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2022,78.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2021,77.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2020,77.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2019,76.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2018,76.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Mujeres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2025,13.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2024,13.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2023,13.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2022,13.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2021,13.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2020,14.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2019,14.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2018,14.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2017,15.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2016,15.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2015,15.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2014,15.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2013,15.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2012,14.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Total,2011,13.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2025,6.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2024,6.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2023,6.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2022,6.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2021,6.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2020,6.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2019,7.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2018,6.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Hombres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2025,21.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2024,21.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2023,21.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2022,21.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2021,22.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2020,22.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2019,23.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2018,24.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,Mujeres,2011,
