indicador,situacion_jornada,periodo,valor
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2011-3T,67.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2011-2T,59.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2011-1T,56.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2025-4T,47.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2025-3T,38.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2025-2T,45.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2025-1T,50.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2024-4T,46.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2024-3T,33.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2024-2T,44.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2024-1T,49.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2023-4T,47.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2023-3T,34.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2023-2T,43.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2023-1T,43.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2022-4T,46.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2022-3T,35.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2022-2T,41.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2022-1T,44.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2021-4T,42.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2021-3T,37.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2021-2T,50.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2021-1T,46.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2020-4T,41.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2020-3T,38.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2020-2T,42.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2020-1T,45.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2019-4T,44.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2019-3T,36.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2019-2T,45.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2019-1T,50.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2018-4T,47.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2018-3T,37.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2018-2T,42.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2018-1T,47.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2017-4T,49.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2017-3T,38.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2017-2T,48.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2017-1T,45.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2016-4T,46.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2016-3T,39.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2016-2T,47.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2016-1T,49.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2015-4T,44.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2015-3T,36.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2015-2T,44.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2015-1T,49.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2014-4T,46.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2014-3T,36.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2014-2T,48.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2014-1T,47.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2013-4T,45.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2013-3T,33.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2013-2T,49.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2013-1T,48.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2012-4T,41.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2012-3T,34.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2012-2T,41.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2012-1T,47.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2011-4T,40.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2011-3T,32.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2011-2T,40.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo parcial,2011-1T,43.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2025-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2025-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2025-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2025-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2024-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2024-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2024-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2024-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2023-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2023-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2023-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2023-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2022-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2022-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2022-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2022-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2021-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2021-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2021-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2021-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2020-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2020-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2020-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2020-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2019-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2019-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2019-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2019-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2018-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2018-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2018-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2018-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2017-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2017-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2017-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2017-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2016-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2016-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2016-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2016-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2015-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2015-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2015-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2015-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2014-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2014-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2014-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2014-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2013-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2013-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2013-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2013-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2012-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2012-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2012-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2012-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2011-4T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2011-3T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2011-2T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,2011-1T,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2025-4T,14.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2025-3T,14.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2025-2T,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2025-1T,15.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2024-4T,15.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2024-3T,14.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2024-2T,15.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2024-1T,15.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2023-4T,15.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2023-3T,14.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2023-2T,15.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2023-1T,15.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2022-4T,15.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2022-3T,15.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2022-2T,15.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2022-1T,15.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2021-4T,16.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2021-3T,15.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2021-2T,16.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2021-1T,16.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2020-4T,16.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2020-3T,16.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2020-2T,16.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2020-1T,15.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2019-4T,15.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2019-3T,15.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2019-2T,15.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2019-1T,16.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2018-4T,15.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2018-3T,15.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2018-2T,16.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2018-1T,16.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2017-4T,16.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2017-3T,16.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2017-2T,16.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2017-1T,16.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2016-4T,16.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2016-3T,16.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2016-2T,17.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2016-1T,17.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2015-4T,17.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2015-3T,17.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2015-2T,17.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2015-1T,17.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2014-4T,17.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2014-3T,17.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2014-2T,17.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2014-1T,17.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2013-4T,17.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2013-3T,18.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2013-2T,18.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2013-1T,17.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2012-4T,17.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2012-3T,17.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2012-2T,17.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2012-1T,17.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2011-4T,16.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2011-3T,16.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2011-2T,16.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,2011-1T,16.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2025-4T,85.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2025-3T,85.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2025-2T,85.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2025-1T,85.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2024-4T,85.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2024-3T,85.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2024-2T,85.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2024-1T,85.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2023-4T,84.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2023-3T,85.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2023-2T,84.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2023-1T,84.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2022-4T,84.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2022-3T,84.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2022-2T,84.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2022-1T,84.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2021-4T,84.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2021-3T,84.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2021-2T,83.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2021-1T,83.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2020-4T,84.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2020-3T,84.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2020-2T,83.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2020-1T,84.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2019-4T,84.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2019-3T,84.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2019-2T,84.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2019-1T,84.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2018-4T,84.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2018-3T,84.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2018-2T,84.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2018-1T,83.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2017-4T,83.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2017-3T,83.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2017-2T,83.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2017-1T,83.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2016-4T,83.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2016-3T,83.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2016-2T,83.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2016-1T,82.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2015-4T,82.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2015-3T,82.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2015-2T,82.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2015-1T,82.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2014-4T,82.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2014-3T,82.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2014-2T,82.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2014-1T,82.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2013-4T,82.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2013-3T,82.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2013-2T,82.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2013-1T,82.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2012-4T,82.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2012-3T,82.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2012-2T,82.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2012-1T,82.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2011-4T,83.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2011-3T,83.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2011-2T,83.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,2011-1T,83.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2025-4T,72.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2025-3T,72.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2025-2T,72.1
